"All","Alle"
"Invoice and Ship","Factureer en verzend"
"Invoice","Factuur"
"Ship","Verzenden"
"Reorder","Opnieuw bestellen"
"Order # %1 %2 | %3","Bestelling # %1 %2 | %3"
"This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed.","Deze bestelling bevat (%1) producten en kan daarom niet gewijzigd worden in het admin panel op dit moment. Als u toch wilt bewerken, zullen de (%2) producten verwijderd worden, zal de bestelling worden geannuleerd en wordt een nieuwe bestelling aangemaakt."
"Are you sure? This order will be canceled and a new one will be created instead.","Weet u het zeker? Deze bestelling zal worden geannuleerd, en in plaats hiervan zal een nieuwe worden aangemaakt."
"Save Gift Message","Kadobericht opslaan"
"[deleted]","[verwijderd]"
"Order Credit Memos","Creditfacturen bij bestelling"
"Credit memo #%1 created","Creditfactuur #%1 gemaakt"
"Credit memo #%1 comment added","Creditfactuur #%1 opmerking toegevoegd"
"Shipment #%1 created","Verzending %1 aangemaakt"
"Shipment #%1 comment added","Verzending #%1 opmerking toegevoegd"
"Invoice #%1 created","Factuur #%1 aangemaakt"
"Invoice #%1 comment added","Factuur #%1 opmerking toegevoegd"
"Tracking number %1 for %2 assigned","Tracking nummer %1 voor %2 toegewezen"
"Comments History","Bestelling-notities"
"Order History","Bestelgeschiedenis"
"Information","Informatie"
"Order Information","Bestelgegevens"
"Order Invoices","Facturen"
"Shipments","Verzendingen"
"Order Shipments","Verzonden bestellingen"
"Transactions","Transacties"
"Order View","Bekijken van bestelling"
"Any","Elke"
"Specified","Gespecificeerd"
"Applies to Any of the Specified Order Statuses except canceled orders","Is van toepassing op een van de opgegeven bestelstatussen behalve geannuleerde bestellingen"
"Cart Price Rule","Winkelwagen prijs regels"
"Yes","Ja"
"No","Nee"
"Show Actual Values","Toon actuele waardes"
"New Order RSS","Nieuwe bestellingen RSS"
"Subtotal","Subtotaal"
"Shipping & Handling","Verzending & verwerking"
"Grand Total","Eindtotaal"
"Back","Terug"
"Fetch","Haal op"
"Transaction # %1 | %2","Transactie # %1 | %2"
"N/A","n.v.t."
"Key","Sleutel"
"Value","Waarde"
"We found an invalid entity model.","We vonden een ongeldige entiteitsmodel."
"Order # %1","Bestelling # %1"
"Back to My Orders","Terug naar bestellingsoverzicht"
"View Another Order","Bekijk een andere bestelling"
"About Your Refund","Over uw creditering"
"My Orders","Bestellingen"
"Subscribe to Order Status","Meld u aan om uw bestelling te volgen"
"About Your Invoice","Over uw factuur"
"Print Order # %1","Print bestelling # %1"
"Grand Total to be Charged","Te betalen eindtotaal"
"Unassign","Loskoppelen"
"We can't add this item to your shopping cart right now.","We kunnen dit product nu niet aan uw winkelwagen toevoegen."
"You sent the message.","U heeft het bericht verzonden."
"Sales","Verkopen"
"Invoice capturing error","Fout bij het verzamelen van de factuur"
"This order no longer exists.","Deze bestelling bestaat niet meer"
"Please enter a comment.","Voer een opmerking in."
"We cannot add order history.","We kunnen bestelhistorie niet toevoegen."
"You updated the order address.","U heeft het besteladres bijgewerkt."
"We can't update the order address right now.","Bijwerken van bestellingadres niet gelukt."
"You have not canceled the item.","U hebt het artikel niet geannuleerd."
"You canceled the order.","U hebt de bestelling geannuleerd."
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" kortingscode is niet toegepast. Pas geen korting toe is ingeschakeld voor de geselecteerde product(en)"
"""%1"" coupon code is not valid.","""%1"" kortingscode is niet geldig."
"The coupon code has been accepted.","De couponcode is geaccepteerd"
"Quote item id is not received.","Quote item id is niet ontvangen."
"Quote item is not loaded.","Quote item id niet geladen."
"New Order","Nieuwe bestelling"
"You created the order.","U heeft de order aangemaakt."
"Order saving error: %1","Fout tijdens opslaan van order: %1"
"Cannot add new comment.","Kan nieuwe opmerking niet toevoegen."
"The credit memo has been canceled.","De creditfactuur is geannuleerd."
"Credit memo has not been canceled.","Creditfactuur is niet geannuleerd."
"New Memo for #%1","Nieuwe creditfactuur voor #%1"
"New Memo","Nieuwe creditfactuur"
"The credit memo's total must be positive.","Het totaal van de creditnota's moet positief zijn."
"Cannot create online refund for Refund to Store Credit.","Online-terugbetaling voor terugbetaling van winkeltegoed kon niet worden aangemaakt."
"You created the credit memo.","Creditnota is aangemaakt."
"We can't save the credit memo right now.","Creditnota kan niet worden opgeslagen."
"We can't update the item's quantity right now.","Producthoeveelheid kan niet bijgewerkt worden."
"View Memo for #%1","Weergave Memo voor #%1"
"View Memo","Bekijk bericht"
"You voided the credit memo.","U heeft de creditfactuur ongeldig gemaakt."
"We can't void the credit memo.","De creditnota kan niet geannuleerd worden."
"The order no longer exists.","De order bestaat niet langer."
"We can't create credit memo for the order.","Creditnota voor de order kan niet worden aangemaakt."
"Edit Order","Bestelling bewerken"
"You sent the order email.","U heeft de bestelling email verzonden."
"We can't send the email order right now.","We kunnen de email bestelling momenteel niet versturen."
"You have not put the order on hold.","U heeft de bestelling niet in wacht gezet."
"You put the order on hold.","U heeft de bestelling in wacht gezet."
"You canceled the invoice.","U heeft de factuur geannuleerd."
"Invoice canceling error","Fout bij annulering van factuur"
"The invoice has been captured.","De factuur is betaald"
"The order does not allow an invoice to be created.","De bestelling staat niet toe dat er een factuur wordt aangemaakt."
"You can't create an invoice without products.","U kunt geen factuur zonder producten maken."
"New Invoice","Nieuwe factuur"
"We can't save the invoice right now.","We kunnen de factuur nu niet opslaan."
"You created the invoice and shipment.","U heeft de factuur en verzending aangemaakt."
"The invoice has been created.","De factuur is aangemaakt"
"We can't send the invoice email right now.","We kunnen de factuur nu niet per email verzenden."
"We can't send the shipment right now.","We kunnen de verzending momenteel niet afhandelen."
"Cannot update item quantity.","Kan de aantallen niet wijzigen"
"The invoice has been voided.","De factuur is ongeldig"
"Invoice voiding error","Factuur kon niet vernietigd worden"
"%1 order(s) cannot be canceled.","%1 bestelling(en) kan niet worden geannuleerd."
"You cannot cancel the order(s).","U kunt de bestellingen niet annuleren."
"We canceled %1 order(s).","We hebben %1 bestelling(en) geannuleerd."
"%1 order(s) were not put on hold.","%1 bestelling(en) zijn niet vastgehouden."
"No order(s) were put on hold.","Geen bestellingen op 'hold' gezet"
"You have put %1 order(s) on hold.","%1 bestelling(en) worden vastgehouden."
"%1 order(s) were not released from on hold status.","%1 bestelling(en) zijn niet vrijgegeven uit de vastgehouden-status."
"No order(s) were released from on hold status.","Geen bestelling(en) zijn vrijgegeven uit de vastgehouden-status."
"%1 order(s) have been released from on hold status.","%1 bestelling(en) zijn vrijgegeven uit de vastgehouden-status."
"There are no printable documents related to selected orders.","Er zijn geen printbare documenten gerelateerd aan de geselecteerde bestellingen"
"The payment has been accepted.","De betaling is geaccepteerd"
"The payment has been denied.","De betaling is geweigerd"
"Transaction has been approved.","De transactie is goedgekeurd."
"Transaction has been voided/declined.","Transactie is ongeldig/geweigerd."
"There is no update for the transaction.","Er is geen update voor de transactie."
"We can't update the payment right now.","We kunnen de betaling nu niet bijwerken."
"You assigned the order status.","U heeft een bestelling-status toegewezen"
"Something went wrong while assigning the order status.","Er ging iets mis tijdens het toewijzen van de serviceorderstatus."
"We can't find this order status.","We kunnen de status van de bestelling niet vinden."
"Create New Order Status","Maak een nieuwe bestelling-status"
"We found another order status with the same order status code.","Andere orderstatus van bestelling met dezelfde orderstatuscode."
"You saved the order status.","Bestellingstatus opgeslagen."
"We can't add the order status right now.","Kan de bestelling status nu niet toevoegen."
"You have unassigned the order status.","U heeft de status van de bestelling ingetrokken."
"Something went wrong while unassigning the order.","Er ging iets mis tijdens het intrekken van de bestelling."
"Can't unhold order.","Kan bestelling niet vrijgeven."
"You released the order from holding status.","U heeft de bestelling vrijgegeven van de in wacht status."
"The order was not on hold.","De bestelling was niet vastgehouden."
"Exception occurred during order load","De fout trad op tijdens de bestelling"
"Something went wrong while saving the gift message.","Er ging iets fout tijdens het opslaan van het geschenk bericht."
"You saved the gift card message.","U heeft het cadeaubon bericht opgeslagen."
"The payment has been voided.","De betaling is nietig verklaard"
"We can't void the payment right now.","De betaling kan nu niet ongeldig gemaakt worden."
"Please correct the transaction ID and try again.","Corrigeer het transactie ID en probeer opnieuw."
"The transaction details have been updated.","De transactie-details zijn bijgewerkt."
"We can't update the transaction details.","We kunnen de transactie details nu niet bijwerken."
"Orders and Returns","Bestellingen en Retouren"
"You entered incorrect data. Please try again.","U hebt onjuiste gegevens ingevoerd. Probeer het opnieuw."
"Home","Home"
"Go to Home Page","Ga naar homepagina"
"We can't find this wish list.","Deze verlanglijst kan niet gevonden worden."
"We could not add a product to cart by the ID ""%1"".","We kunnen het product niet het toevoegen aan winkelwagen met de ID ""%1""."
"There is an error in one of the option rows.","Er is een fout opgetreden in één van de optierijen."
"Shipping Address:","Afleveradres:"
"Billing Address:","Factuuradres:"
"Please specify order items.","Geef producten voor de bestelling op."
"Please specify a shipping method.","Selecteer een aflevermethode."
"Please specify a payment method.","Geef de betaalmethode op."
"This payment method is not available.","Deze betaalwijze is niet beschikbaar."
"Validation is failed.","Validatie is mislukt."
"You did not email your customer. Please check your email settings.","U heeft de klant geen email verstuurd. Controleer uw email instellingen."
"-- Please Select --","-- Selecteer --"
"Path ""%1"" is not part of allowed directory ""%2""","Pad ""%1"" is geen onderdeel van toegestane directory ""%2"""
"Identifying Fields required","Verplichte velden identificeren"
"Id required","ID is vereist"
"""Invoice Document Validation Error(s):\n"" .","""Factuur Document validatie fout(en): \n""."
"Could not save an invoice, see error log for details","Kan de factuur niet opslaan, zie error-log voor details"
"A hold action is not available.","Vasthouden is niet mogelijk."
"You cannot remove the hold.","'Hold' kan niet verwijderd worden."
"We cannot cancel this order.","We kunnen de bestelling niet annuleren."
"Guest","Bezoeker"
"Please enter the first name.","Vul alstublieft de voornaam in."
"Please enter the last name.","Vul alstublieft de achternaam in."
"Please enter the street.","Vul de straatnaam in."
"Please enter the city.","Voer de plaats in."
"Please enter the phone number.","Vul het telefoonnummer in."
"Please enter the company.","Voer het bedrijf in."
"Please enter the fax number.","Vul het faxnummer in."
"Please enter the zip/postal code.","Vul de postcode in."
"Please enter the country.","Voer het land in."
"Please enter the state/province.","Vul de provincie in."
"Requested entity doesn't exist","De opgevraagde entiteit bestaat niet"
"Could not delete order address","Kan het adres van bestelling niet verwijderen"
"Could not save order address","Kan het adres van de bestelling niet opslaan"
"Pending","In afwachting"
"Refunded","Teruggestort"
"Canceled","Geannuleerd"
"Unknown State","Onbekende staat"
"We found an invalid quantity to refund item ""%1"".","Ongeldig aantal gevonden om terug te betalen voor product ""%1""."
"The creditmemo contains product item that is not part of the original order.","De creditfactuur bevat een product-item dat geen deel uitmaakt van de oorspronkelijke bestelling."
"The quantity to refund must not be greater than the unrefunded quantity.","Het aantal om terug te betalen mag niet hoger zijn dan het aantal wat beschikbaar is."
"Maximum shipping amount allowed to refund is: %1","Maximale afleverbedrag voor terugbetaling is: %1"
"Order Id is required for creditmemo document","Bestelling Id is verplicht voor het creditfactuur document"
"The creditmemo contains product SKU ""%1"" that is not part of the original order.","De creditmemo bevat product SKU ""%1"" welke geen deel uitmaakt van de oorspronkelijke bestelling."
"The quantity to creditmemo must not be greater than the unrefunded quantity for product SKU ""%1"".","Het aantal om te crediteren mag niet hoger zijn dan het aantal wat beschikbaar is voor product SKU ""%1""."
"You can't create a creditmemo without products.","U kunt geen creditfactuur aanmaken zonder producten."
"The most money available to refund is %1.","Het meeste geld beschikbaar voor terugbetaling is %1."
"Could not delete credit memo","Kan creditfactuur niet verwijderen"
"Could not save credit memo","Creditnota kon niet worden opgeslagen"
"This order already has associated customer account","Deze bestelling heeft al een koppeling met een klanten account"
"Paid","Betaald"
"We cannot register an existing invoice","We kunnen geen bestaande factuur registreren"
