"All","Alle"
"Scheduled Import/Export","Geplanter Import/Export"
"Please correct the scheduled operation type.","Bitte korrigieren Sie den Typ für die geplante Operation."
"Name","Name"
"Description","Beschreibung"
"Entity Type","Entitätstyp"
"Start Time","Startzeit"
"Frequency","Häufigkeit"
"Status","Status"
"Server Type","Server-Typ"
"File Directory","Dateiverzeichnis"
"For Type ""Local Server"" use relative path to Magento installation, e.g. var/export, var/import, var/export/some/dir","Für den Typ ""Local Server"" verwenden Sie den relativen Pfad zur Magento-Installation, z.B. var/export, var/import, var/export/some/dir"
"FTP Host[:Port]","FTP-Host [: Port]"
"User Name","Benutzername"
"Password","Passwort"
"File Mode","Dateimodus"
"Passive Mode","Passiver Modus"
"Failed Email Receiver","Failed Email Receiver"
"Failed Email Sender","Failed Email Sender"
"Failed Email Template","Failed Email Template"
"Send Failed Email Copy To","Send Failed Email Copy To"
"Send Failed Email Copy Method","Send Failed Email Copy Method"
"Export Settings","Import-Einstellungen"
"Export File Information","Export File Information"
"Export Failed Emails","Export Failed Emails"
"File Format","File Format"
"Entity Attributes","Entity Attributes"
"Import Settings","Import-Einstellungen"
"Import File Information","Import File Information"
"Import Failed Emails","Import Failed Emails"
"Import Behavior","Import-Verhalten"
"Field separator","Feldtrennzeichen"
"Multiple value separator","Trennzeichen für Felder mit mehreren Werten"
"On Error","On Error"
"File Name","File Name"
"Images File Directory","Bilder-Dateiverzeichnis"
"Clean Now","Clean Now"
"Scheduled Imports/Exports","Scheduled Imports/Exports"
"The operation ran.","The operation ran."
"We can't run the operation right now, see error log for details.","Momentan kann die Operation nicht durchgeführt werden, siehe Fehlerprotokoll für Details."
"We can't delete the scheduled operation right now.","Momentan kann die geplante Operation nicht gelöscht werden."
"No valid data sent","No valid data sent"
"You deleted the history files.","You deleted the history files."
"We can't delete the history files right now.","Wir können die History-Dateien jetzt nicht löschen."
"A total of %1 record(s) have been updated.","Insgesamt wurden %1 Einträge aktualisiert."
"We cannot change status for all items.","We cannot change status for all items."
"You deleted a total of %1 record(s).","Sie haben insgesamt %1 Einträge gelöscht."
"We can't delete all the items right now.","Momentan können nicht alle diese Elemente gelöscht werden."
"We can't save the scheduled operation right now.","Momentan kann die geplante Operation nicht gespeichert werden."
"We can't create directory ""%1""","We can't create directory ""%1"""
"The directory ""%1"" is not writable.","The directory ""%1"" is not writable."
"We can't delete ""%1"" because the directory is not writable.","We can't delete ""%1"" because the directory is not writable."
"Scheduled Import","Scheduled Import"
"New Scheduled Import","New Scheduled Import"
"Scheduled Export","Scheduled Export"
"New Scheduled Export","New Scheduled Export"
"You saved the scheduled import.","You saved the scheduled import."
"You saved the scheduled report.","You saved the scheduled report."
"You deleted the scheduled import.","You deleted the scheduled import."
"You deleted the scheduled export.","You deleted the scheduled export."
"Are you sure you want to delete this scheduled import?","Are you sure you want to delete this scheduled import?"
"Are you sure you want to delete this scheduled export?","Are you sure you want to delete this scheduled export?"
"We were unable to save the cron expression.","We were unable to save the cron expression."
"Unable to delete the cron task.","Unable to delete the cron task."
"Please correct the cron job task","Please correct the cron job task"
"File has been not created","File has been not created"
"Something went wrong and the operation failed.","Something went wrong and the operation failed."
"We can't read the file source because the file name is empty.","Die Dateiquelle kann nicht gelesen werden, da der Dateiname leer ist."
"Connecting to server","Connecting to server"
"Reading import file","Reading import file"
"We can't read the import file.","Die Importdatei kann nicht gelesen werden."
"Save history file content ""%1""","Save history file content ""%1"""
"We couldn't write file ""%1"" to ""%2"" with the ""%3"" driver.","We couldn't write file ""%1"" to ""%2"" with the ""%3"" driver."
"Save file content","Save file content"
"Please correct the server type.","Please correct the server type."
"Import path %1 not exists","Import path %1 not exists"
"We can't read the file.","Die Datei kann nicht gelesen werden."
"We can't save the file history file.","Wir können die History-Datei nicht speichern."
"Unknown file format","Unknown file format"
"Enabled","Aktiviert"
"Disabled","Deaktiviert"
"Import","Importieren"
"Export","Export"
"Daily","täglich"
"Weekly","wöchentlich"
"Monthly","Monatlich"
"Local Server","Local Server"
"Remote FTP","Remote FTP"
"Binary","Binary"
"ASCII","ASCII"
"Stop Import","Stop Import"
"Continue Processing","Continue Processing"
"Failed","Fehlgeschlagen"
"Successful","Successful"
"Pending","Ausstehend"
"label","Kennzeichen"
"Can not open file","Can not open file"
"%store_name - Scheduled Export Failed","%store_name - Scheduled Export Failed"
"%operation_name - Scheduled Export Failed","%operation_name - geplanter Export fehlgeschlagen"
"Operation name:","Operation name:"
"Entity type:","Entity type:"
"File history path:","File history path:"
"Date & Time:","Date & Time:"
"Log trace:","Log trace:"
"Scheduled Import/Export File History Cleanup Warnings","Scheduled Import/Export File History Cleanup Warnings"
"%store_name  - Scheduled Import Failed","%store_name  - Scheduled Import Failed"
"%operation_name - Scheduled Import Failed","%operation_name - geplanter Import fehlgeschlagen"
"Scheduled Import/Export File History Cleaning","Scheduled Import/Export File History Cleaning"
"Save Files, Days","Save Files, Days"
"Enable Scheduled File History Cleaning","Enable Scheduled File History Cleaning"
"Error Email Recipient","Vorlage Fehler-E-Mail"
"Error Email Sender","Error Email Sender"
"Error Email Template","Error Email Template"
"Delete","Löschen"
"Are you sure you want to delete the selected scheduled imports/exports?","Are you sure you want to delete the selected scheduled imports/exports?"
"Change Status","Status ändern"
"Operation","Operation"
"Last Run","Last Run"
"Last Outcome","Last Outcome"
"Action","Aktion"
"Edit","Bearbeiten"
"Run","Starten"
"Search Term","Suchbegriff"
"Results","Ergebnisse"
"Uses","Verwendungen"
"Search Terms","Suchbegriffe"
"Search Synonyms","Synonyme suchen"
"New Synonym Group","Neue Synonymgruppe"
"Back","Zurück"
"Delete Synonym Group","Synonymgruppe löschen"
"Are you sure you want to delete this synonym group?","Sind Sie sicher, dass Sie diese Synonymgruppe löschen möchten?"
"Reset","Zurücksetzen"
"Save and Continue Edit","Speichern und weiter bearbeiten"
"Save Synonym Group","Synonymgruppe speichern"
"Search","Suche"
"Add New Search Term","Neuen Suchbegriff hinzufügen"
"Save Search","Suche speichern"
"Delete Search","Suche löschen"
"Edit Search '%1'","Suche '%1' bearbeiten"
"New Search","Neue Suche"
"Search Information","Suchinformationen"
"General Information","Allgemeine Information"
"No","Nein"
"Yes","Ja"
"Search Query","Weiterleitungs-URL"
"Store","Store"
"Number of results","Anzahl der Ergebnisse"
"Number of results (For the last time placed)","Anzahl der Ergebnisse (bei der letzten Abfrage)"
"For the last time placed.","Bei der letzten Abfrage."
"Number of Uses","Anzahl der Verwendungen"
"Redirect URL","Umleitungs-URL"
"ex. http://domain.com","z. B. http://domain.com"
"Display in Suggested Terms","Anzeigen in Vorgeschlagene Begriffe"
"The synonym group has been deleted.","Die Synonymgruppe wurde gelöscht."
"An error was encountered while performing delete operation.","An error was encountered while performing delete operation."
"We can't find a synonym group to delete.","We can't find a synonym group to delete."
"This synonyms group no longer exists.","Diese Synonymgruppe existiert nicht mehr."
"Edit Synonym Group","Synonymgruppe bearbeiten"
"Synonym Group","Synonymgruppe"
"Failed to delete %1 synonym group(s).","Fehler beim Löschen von %1 Synonymgruppe(n)."
"A total of %1 synonym group(s) have been deleted.","Insgesamt wurden %1 Synonymgruppe(n) gelöscht."
"Marketing","Marketing"
"Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.","Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used."
"This synonym group no longer exists.","Diese Synonymgruppe existiert nicht mehr."
"You saved the synonym group.","Sie haben die Synonymgruppe gespeichert."
"The terms you entered, (%1), belong to 1 existing synonym group, %2. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","The terms you entered, (%1), belong to 1 existing synonym group, %2. Select the ""Merge existing synonyms"" checkbox so the terms can be merged."
"The terms you entered, (%1), belong to %2 existing synonym groups, %3 and %4. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","The terms you entered, (%1), belong to %2 existing synonym groups, %3 and %4. Select the ""Merge existing synonyms"" checkbox so the terms can be merged."
"You deleted the search.","Sie haben die Suche gelöscht."
"We can't find a search term to delete.","Wir können keinen Suchbegriff zum Löschen finden."
"This search no longer exists.","Diese Suche existiert nicht mehr."
"Edit Search","Suche bearbeiten"
"Please select searches.","Wählen Sie bitte die Suchanfragen aus."
"Total of %1 record(s) were deleted.","Insgesamt wurden %1 Einträge gelöscht."
"Reports","Berichte"
"Search Terms Report","Bericht der Suchbegriffe"
"You saved the search term.","Sie haben den Suchbegriff gespeichert."
"Something went wrong while saving the search query.","Beim Speichern der Suchanfrage ging etwas schief."
"You already have an identical search term query.","Sie haben bereits eine identische Suchbegriffsanfrage."
"Your search query can't be longer than %1, so we shortened your query.","Ihr Suchbegriff darf nicht länger als %1 sein, deshalb habenw wir Ihre Anfrage verkürzt."
"Synonym group with id %1 cannot be deleted. %2","Synonymgruppe mit der ID %1 kann nicht gelöscht werden. %2"
"Merge conflict with existing synonym group(s): %1","Konflikt beim Zusammenführen mit vorhandener/n Synonymgruppe(n): %1"
"All Websites","Alle Websiten"
"All Store Views","Alle Store Views"
"All Store Views","Alle Store Views"
"Delete","Löschen"
"Are you sure you want to delete synonym group with id: %1?","Sind Sie sicher, dass Sie die Synonymgruppe mit der folgenden ID löschen möchten: %1?"
"View/Edit","Anzeigen/bearbeiten"
"Search entire store here...","Gesamten Shop hier durchsuchen..."
"There are no search terms available.","Es sind keine Suchbegriffe verfügbar."
"Search Engine","Suchmaschine"
"CSV","CSV"
"Excel XML","Excel XML"
"ID","ID"
"Hits","Treffer"
"Are you sure?","Sind Sie sicher?"
"Suggested Terms","Vorgeschlagene Begriffe"
"yes","ja"
"no","nein"
"Action","Aktion"
"Edit","Bearbeiten"
"You can adjust the scope of this synonym group by selecting an option from the list.","Sie können den Geltungsbereich dieser Synonymgruppe anpassen, indem Sie eine Option aus der Liste auswählen."
"Scope","Geltungsbereich"
"Comma-separated list of synonyms. The terms entered (separated by commas) will be used as an “OR” search query to search your entire store. For example, if you enter “shoes,footwear”, and user were to search for ""shoes"", the search results will include any product or content with term “shoes"" or ""footwear.”","Kommaseparierte Liste von Synonymen. Die eingegebenen Begriffe (getrennt durch Kommata) werden als ein ""ODER"" Suchanfrage verwendet um Ihren gesamten Shop zu durchsuchen. Wenn Sie beispielsweise ""Schuhe,Schuhwerk"" eingeben und Benutzer nach ""Schuhe"" suchen, enthalten die Suchergebnisse alle Produkte oder Inhalte mit den Begriffen ""Schuhe"" oder ""Schuhewerk""."
"Synonyms","Synonyme"
"Automatically merges synonyms in groups that share the same scope. If you check this box and you add one or more of the same terms to different synonym groups in the same scope, automatically merges all the terms to one group. If this isn't what you want, uncheck the box and an error displays if you try to add the same terms.","Synonyme in Gruppen desselben Geltungsbereichs werden automatisch zusammengeführt. Wenn Sie dieses Kontrollkästchen aktivieren und einen oder mehrere Suchbegriffe zu verschiedenen Synonymgruppen desselben Geltungsbereichs hinzufügen, werden alle Begriffe automatisch zu einer Gruppe zusammengeführt. Falls Sie dies nicht möchten, deaktivieren Sie dieses Kontrollkästchen. Sie werden dann über eine Fehlernachricht informiert, falls Sie versuchen dieselben Begriffe hinzuzufügen."
"Store View","Store View"
"Website","Website"
"Are you sure you want to delete the selected synonym groups?","Sind Sie sicher, dass Sie die ausgewählten Synonymgruppen löschen möchten?"
"Delete items","Elemente löschen"
"Advanced Search","Erweiterte Suche"
"Search Terms","Suchbegriffe"
"Account Activity","Kontobewegung"
"All other open sessions for this account were terminated.","Alle offenen Sessions für dieses Konto wurden beendet."
"We couldn't logout because of an error.","Wir konnten Sie nicht ausloggen infolge eines Fehlers."
"Someone logged into this account from another device or browser. Your current session is terminated.","Jemand hat sich von einem anderen Gerät oder mit einem anderen Browser mit diesem Konto angemeldet. Ihre aktuelle Sitzung wurde beendet."
"Your current session is terminated by another user of this account.","Ihre aktuelle Sitzung wurde durch einen anderen Benutzer mit diesem Konto beendet."
"Your account is temporarily disabled.","Ihr Konto wurde vorübergehend gesperrt."
"Your current session has been expired.","Ihre aktuelle Sitzung ist abgelaufen."
